name	logFC	ave_exp	P.Value_reg1__vs__NT	minus_log_pval	TFDatabase
DDX28	2.406914217	22.78660883	7.86e-5	4.104577453960592	absent
POU3F2	2.312049021	23.82995312	0.006996413	2.155124561925353	exist
C8orf33	2.169286126	24.32240094	0.010332622	1.9857894581862017	absent
TFRC	2.12055487	22.60198738	0.005488251	2.2605660347972534	absent
SETDB1	2.064186904	23.55243189	0.009254444	2.0336496682114977	exist
PINX1	1.860193273	24.33490868	0.002295767	2.6390721910776724	absent
DHX35	1.829753579	25.1250811	0.03579488	1.4461790891876247	absent
CSE1L	1.785720648	27.12261677	0.115004354	0.9392857171909169	absent
RER1	1.586093649	24.19392935	0.099874785	1.0005441425807218	absent
TXLNA	1.583636491	26.26331	0.034478163	1.462455881484688	absent
SPTY2D1	1.572990295	26.14845081	0.002412358	2.617558241354718	absent
PHF5A	1.557358817	25.95048845	0.011507358	1.9390243755647227	absent
ZC3H15	1.537084077	25.33689617	0.00285873	2.5438268607481236	absent
IMMT	1.523368947	22.31727818	0.028508947	1.545018823396781	absent
HECTD4	1.486322275	20.83638439	0.084731717	1.0719539929785753	absent
CD3EAP	1.482464391	23.65606063	0.017521558	1.7564272794054248	absent
EMG1	1.471001458	24.95622161	0.040120779	1.3966306431462119	absent
LUZP1	1.468544079	24.5406123	0.017339329	1.7609677129287722	absent
TOX4	1.458117529	23.2922447	0.006127208	2.2127373764464124	absent
CBX3	1.453579997	25.64100054	0.004186414	2.378157825919695	absent
NEDD8	1.450074867	23.32954322	0.003859471	2.4134722180031245	absent
BBX	1.415274132	27.03373926	0.004489365	2.3478150836066507	exist
BCKDK	1.382845671	21.87812551	0.136777948	0.8639839160216297	absent
ADARB1	1.35928546	22.91152424	0.037817442	1.422307850500386	absent
TTI1	1.334629268	21.36458322	0.010080849	1.996502890461105	absent
BUD31	1.329635773	23.6278284	0.035869688	1.4452724008670401	absent
NTPCR	1.288896468	24.37321751	0.007904266	2.1021384529866802	absent
MED19	1.277811575	22.83236843	0.044703079	1.349662563072582	absent
MBD4	1.277447779	22.43870284	0.028426474	1.5462770065533618	exist
CDKN2AIP	1.273302828	24.31103728	0.02618451	1.5819555487927517	absent
SEC61A1	1.262682822	24.05841576	0.063225815	1.199105563759414	absent
TXLNG	1.253828606	23.08642884	0.089051879	1.050356912464385	absent
TRIP13	1.240758802	20.76055702	0.074752749	1.1263728317182036	absent
GTPBP10	1.226046968	21.39126063	0.002032223	2.69202863774854	absent
CD2BP2	1.224856865	21.91766766	0.10483042	0.9795126742118717	absent
TUBG1	1.216663917	25.62429056	0.001737257	2.760135929724638	absent
WAPAL	1.20609433	22.87992788	0.107754213	0.967565740685717	absent
ARL6IP6	1.19180622	24.26447796	0.184824005	0.7332416231484223	absent
EIF2B4	1.176061306	23.72373283	0.042260563	1.374064721524959	absent
KIF22	1.168769026	31.87624167	0.012109277	1.9168817861950125	absent
SRPR	1.138488914	24.98364824	0.007580112	2.1203243773992626	absent
JARID2	1.12439958	22.77871724	0.028997884	1.537633691778692	absent
HP1BP3	1.113951744	28.97664617	0.051166298	1.291016004101424	absent
CDC6	1.105104524	24.61546468	0.002096224	2.6785623110174885	absent
PAX6	1.101160446	25.02655023	0.045937924	1.3378286350817048	exist
EEF1G	1.09790872	28.68022208	9.68e-5	4.014124642691606	absent
EPC2	1.096376148	23.20241364	0.018738013	1.727276464082587	absent
CDC16	1.09611364	24.20060871	0.050983803	1.292567772626775	absent
REPIN1	1.089763478	25.26139937	0.001469914	2.8327080736994548	exist
VARS	1.070050599	24.24791988	0.024530075	1.6103011239486755	absent
ZMYND8	1.065707137	23.43818373	0.118079561	0.9278252701520632	absent
ARHGAP11A	1.06020583	24.34641174	0.018464214	1.7336691750277993	absent
ERCC2	1.057135584	24.90888998	0.037315645	1.42810904720934	absent
CENPV	1.048296963	25.95732015	0.030917384	1.509797259981012	absent
NAA40	1.042510951	26.57644735	4.73047e-4	3.3250957074089165	absent
CENPC	1.036995582	24.94278027	0.005970892	2.2239607841570637	absent
PEO1	1.026813631	22.85420979	0.046227783	1.3350969340322583	absent
DNAJC13	1.020990034	22.85481472	0.037990021	1.4203304663773249	absent
DICER1	1.003576988	21.16073315	0.159843502	0.7963050140867186	absent
CPSF2	0.989837546	24.61356754	0.009222245	2.03516334440953	absent
HIST1H3A	0.988148035	25.10818447	0.10463069	0.9803409106626408	absent
C1orf174	0.98576045	24.71932571	0.18287871	0.7378368503885221	absent
HLA-A	0.982082813	22.31266752	0.119350529	0.9231756517198846	absent
TFB2M	0.977206112	22.7489931	0.100222805	0.9990334465449054	absent
UPF2	0.966598359	23.79115139	0.087006986	1.0604458754337436	absent
RFC4	0.964704365	26.64609558	0.001690997	2.771857162883986	absent
H2AFX	0.95086577	28.41127177	2.1372e-4	3.6701548344891317	absent
ESF1	0.943980058	27.86921353	0.003259293	2.4868765960971695	absent
KMT2A	0.942078076	27.25071803	0.009371134	2.028207851999821	exist
TCP1	0.93883592	25.3019144	0.013149525	1.8810899349008212	absent
TFAM	0.93816073	27.20932799	0.051876428	1.2850299353114778	absent
CALD1	0.935983588	24.57067286	0.171481712	0.7657821893295788	absent
RBM19	0.929418423	26.18382958	0.016397095	1.7852330871487412	absent
EXOC1	0.927464072	23.74504091	0.063868292	1.1947146978218721	absent
C7orf50	0.926689631	22.78879602	0.131012342	0.8826877897639629	absent
NCAPH	0.919710607	24.45596578	0.015495884	1.8097836433439574	absent
SRPRB	0.912891077	24.21942004	0.038912423	1.4099117256915854	absent
FYN	0.911663617	20.76898711	0.052953383	1.2761062891674544	absent
WDR5	0.901669465	23.51764075	0.127303661	0.895159106721552	absent
LTN1	0.898145499	24.36468589	0.084073087	1.075343005842597	absent
DRG1	0.889278582	27.13564978	6.7e-5	4.173925197299174	absent
JPH1	0.883703916	21.90061925	0.16761496	0.7756872222480876	absent
ZKSCAN8	0.867868975	23.00254986	0.173221957	0.7613970592034799	exist
GEMIN4	0.863271172	27.65005242	0.001897914	2.721723470608217	absent
RNF169	0.852387399	23.84598711	0.038645895	1.4128966304268724	absent
SLC25A13	0.849910931	24.29586773	0.098016928	1.0086989130614568	absent
AIMP2	0.841044614	25.35289555	0.043059797	1.365928021934446	absent
WDR82	0.840479644	23.11654964	0.073854257	1.1316244666577087	absent
ARHGEF12	0.839539898	24.13795803	0.200794564	0.697248048781799	absent
ATR	0.838087049	26.49117942	0.008406483	2.0753856609391264	absent
DPM1	0.837156904	23.89805775	0.141298727	0.8498617508150357	absent
SEH1L	0.837118666	25.74372096	0.006979203	2.1561941694205182	absent
NUP50	0.833060522	25.65196574	0.176548994	0.7531347527624166	absent
KIF20A	0.832278036	26.41252093	3.86416e-4	3.4129448994204967	absent
EIF2S2	0.831712726	26.99150233	0.116796676	0.932569516944508	absent
TMEM33	0.830732418	24.08031228	0.065004095	1.1870592836666058	absent
GTPBP6	0.829762483	23.83177177	0.138291884	0.8592033067847021	absent
MINA	0.824414523	24.27425593	0.102319151	0.9900430721019675	absent
XPOT	0.822274708	22.86969384	0.193675092	0.7129262290615982	absent
CHAF1B	0.8222027	24.34851292	0.021761069	1.6623197739831548	absent
DPF2	0.814752359	26.18474348	0.010322291	1.9862239017170642	absent
CENPI	0.812573779	24.31557373	0.060575367	1.2177039459796921	absent
INCENP	0.812516221	26.70858711	0.003023335	2.519513728247019	absent
PHF14	0.80596282	22.70533814	0.02156891	1.6661718017192626	absent
PSPC1	0.805064213	26.93475707	0.004418142	2.3547603299255666	absent
CDKAL1	0.80485808	23.28245	0.090888419	1.041491451044422	absent
TMEM214	0.79962159	24.49016232	0.114340406	0.941800270025834	absent
CIZ1	0.797660968	24.70786758	0.071160152	1.1477631329224192	absent
CDCA2	0.790433154	25.02896894	0.04722216	1.325854151636237	absent
SMARCB1	0.787267166	27.35844356	0.004723453	2.3257404016674026	absent
CUX1	0.7850823	24.05620823	0.121506745	0.9153996131358433	exist
HIST1H2AJ	0.784436138	33.01726148	1.77e-5	4.752026733638194	absent
CCDC138	0.784407912	23.24885673	0.17302224	0.7618980697700863	absent
SMCHD1	0.782065673	29.17113451	0.002529429	2.5969775065463696	absent
C1orf131	0.780729806	24.46518193	0.225901779	0.646080348951965	absent
NOP10	0.778372572	26.88761589	0.093996655	1.0268876010906214	absent
BAZ1A	0.778033627	29.52729989	3.78599e-4	3.421820537480134	absent
SNX1	0.777916555	23.28508817	0.155737551	0.8076066589422252	absent
NSD1	0.772587731	28.47852595	0.003314801	2.4795425388115593	absent
LMNA	0.767076652	28.91952976	8.96694e-4	3.0473557362024812	absent
PHIP	0.765286616	24.437618	0.339607542	0.469022673514623	absent
SAP18	0.758178564	26.88509971	0.00645579	2.1900506051949904	absent
CIRH1A	0.75718479	27.3728884	0.001082976	2.9653811677357678	absent
TADA2B	0.748842641	22.09668695	0.212702019	0.6722283876882564	absent
MCM10	0.747499584	25.47566925	0.008635136	2.0637308180751655	absent
EEF1E1	0.743682706	24.33665336	0.024591631	1.609212666429648	absent
DNAJC10	0.742754243	29.44639128	1.48e-5	4.8297382846050425	absent
DNAJB6	0.742133519	25.45696323	0.074663793	1.1268899512282597	absent
CCT5	0.738795352	22.0056478	0.052172004	1.2825624810957907	absent
STK19	0.736549299	22.00040887	0.214033865	0.6695175060010524	absent
PCNA	0.73451136	23.3786784	0.188685425	0.724261645603705	absent
SEC23B	0.724288932	22.31165071	0.399696076	0.3982701153874114	absent
DDX47	0.717195005	30.35315782	5.88826e-4	3.2300130216881686	absent
CDC27	0.715665386	27.68143762	4.465e-4	3.350178536775435	absent
YES1	0.713898414	24.16449572	0.350822242	0.45491288032408944	absent
SPATS2L	0.712527025	23.39658633	0.20441034	0.689497139401496	absent
PAPD4	0.709239418	23.29215214	0.201046551	0.6967033729192709	absent
ELL	0.704522523	24.78708039	0.14519618	0.8380448094399489	absent
UBTF	0.704102798	29.24003063	0.013348877	1.8745552686228133	absent
KIF4A	0.700603177	28.24209901	0.002989351	2.524423088502558	absent
KDM5B	0.700584166	23.28316979	0.15184266	0.8186061968213985	exist
RPL22	0.699332408	27.88238863	0.079737462	1.0983375918105285	absent
HIRA	0.691424558	24.97721775	0.218987412	0.6595808488861894	absent
AKAP8	0.690508187	24.43887827	0.540035529	0.2675776669528388	exist
POLRMT	0.690204322	21.20693378	0.093540026	1.029002513712794	absent
PTBP3	0.68940206	25.88496809	0.385854794	0.4135760995482445	absent
DDX49	0.685842269	28.24322201	4.09e-5	4.388276691992658	absent
RPL36AL	0.682356848	28.03878444	0.004069111	2.390500463002459	absent
ARL1	0.682272227	30.83738539	1.61049e-4	3.793041967496449	absent
CKAP4	0.677950909	22.91503909	0.429271392	0.36726805331074586	absent
TRIM26	0.677243282	24.18498384	0.097068987	1.0129195025959845	absent
RPS7	0.676879925	29.51464444	7.33041e-4	3.134871733986717	absent
ESRRB	0.676758736	22.30636274	0.137364577	0.8621252468750444	exist
MDC1	0.676446445	28.8399207	0.028756534	1.5412634602705442	absent
EIF2D	0.67352104	21.7782098	0.153303966	0.8144466097272589	absent
MYO1B	0.672839417	29.85154761	0.036412715	1.438746938051528	absent
DNAJA3	0.669936506	23.34055365	0.265972541	0.5751631976085603	absent
MRPS34	0.669678221	23.11649935	0.217974805	0.661593702183584	absent
MAZ	0.667667226	28.16845795	7.37e-5	4.132532512140949	exist
CXorf57	0.665514469	23.2211503	0.103340982	0.985727415877691	absent
KAT7	0.663682543	26.85602186	0.001614981	2.7918325827097794	exist
HIST1H2BL	0.663352835	33.14949861	3.83e-5	4.416801226031377	absent
MED13	0.660228828	22.62580566	0.175279825	0.7562680690482882	absent
THAP11	0.658061786	24.71350986	0.038424964	1.4153865307145848	exist
FOXC1	0.649529877	25.50239427	0.108615201	0.9641093897708001	exist
ZIC5	0.647387861	23.98436259	0.130059038	0.885859462636568	exist
ASPH	0.646897514	22.88954011	0.090836356	1.0417402963020919	absent
APEX1	0.646493791	26.89974564	0.004393514	2.3571879853744626	absent
SPIN1	0.645250918	22.54606208	0.188612635	0.7244292176062217	absent
UBN2	0.640025629	23.33449777	0.082903234	1.0814285275804907	absent
MAP7D3	0.640014494	25.22248219	0.279304371	0.553922267713508	absent
FAR1	0.639626276	23.38976231	0.216247834	0.6650482338587961	absent
TAF1B	0.639444552	23.28326527	0.107690262	0.9678235664408487	absent
PHF8	0.637724005	28.40509778	5.94407e-4	3.2259160847732673	absent
RRBP1	0.636557726	25.23686691	0.039928304	1.3987191365645975	absent
RPS19BP1	0.634539184	26.84025328	0.07085933	1.1496029583911922	absent
GTF2H4	0.625667291	23.82119045	0.175976166	0.7545461485245537	absent
GEMIN2	0.624837805	21.63992478	0.298736404	0.5247118510718883	absent
MARS	0.624045649	27.5079211	0.101131546	0.995113353640044	absent
KIN	0.6238071	26.26834188	0.104977573	0.9789034720031201	exist
BAIAP2	0.61954883	24.01443531	0.215824043	0.6659001761470985	absent
DDX19A	0.613973029	24.01600021	0.441772842	0.354800985911546	absent
THEM6	0.6116303	24.2380379	0.148416042	0.828519154477861	absent
GRWD1	0.610533375	23.5809132	0.374277607	0.42680615591324345	absent
UNC45A	0.609950876	24.67725977	0.182682114	0.7383039713740878	absent
TADA3	0.609084928	23.28941907	0.239521691	0.6206551509131115	absent
ZKSCAN1	0.603398072	21.48174858	0.353472277	0.4516446424556499	exist
ERCC6L	0.603272378	23.02042628	0.453657864	0.3432715563788896	absent
PNO1	0.602973117	28.07243974	0.003783738	2.422078943383781	absent
SMC2	0.595878538	28.72026714	4.73348e-4	3.3248194535329754	absent
COPB1	0.595866774	24.12752776	0.122296906	0.9125845300783846	absent
DCAF13	0.595264053	29.22608825	3.09078e-4	3.5099319066760515	absent
ZNF770	0.592121609	23.357191	0.26699951	0.5734895356559918	exist
RPS4X	0.591528765	31.17944282	0.001068799	2.9711039612071195	absent
CLK1	0.589019114	24.35876436	0.613104012	0.21246584194851115	absent
ALYREF	0.588106099	29.81393796	0.013749408	1.8617160005877664	absent
UHRF1	0.580675683	29.67535367	2.76167e-4	3.5588282177709214	absent
FXR1	0.578516716	28.02782078	0.057376852	1.241263283147064	absent
EEF1D	0.575898694	26.50416924	0.012857698	1.8908367791091225	absent
SRBD1	0.575383219	27.82018886	0.002138415	2.669908007864323	absent
RTCB	0.567833524	28.08121506	0.003255918	2.487326541312307	absent
CCT8	0.564797813	23.45355427	0.412792685	0.3842680073408334	absent
BAZ1B	0.558377563	30.33792563	0.010316252	1.986478057686414	absent
RNF2	0.557982612	25.96466965	0.036856477	1.4334861800388765	absent
DMAP1	0.557885685	24.71847146	0.516644519	0.2868081736117918	absent
DDX55	0.551815048	26.38912546	0.026098743	1.5833804091870023	absent
MTF2	0.549689063	27.22962946	0.06391391	1.1944046132215596	exist
HERC5	0.549305728	22.5821475	0.211456961	0.6747780136425074	absent
LRRC40	0.549064255	27.42435613	0.626491299	0.20308495630993934	absent
DCAF7	0.546507796	22.55025344	0.447682322	0.3490300546213173	absent
RPUSD3	0.546246302	23.339085270000002	0.071230472	1.1473341778466943	absent
RBM33	0.54441924	25.81251298	0.173315434	0.7611627609873345	absent
PPIG	0.543859515	26.27084242	0.414534845	0.3824389576223227	absent
ZNF346	0.543773166	27.14747163	0.035825435	1.4458085276032575	exist
TERF2	0.543039532	26.07116216	0.049819488	1.302600740065617	exist
CHD9	0.542759223	23.40833855	0.238742532	0.6220702045061705	absent
ATP5A1	0.534128439	23.52258861	0.410012022	0.3872034091053458	absent
TTF1	0.532393984	26.54887359	0.037716249	1.4234715057439735	exist
NCKAP1	0.528742699	25.50038654	0.081445372	1.0891335887276785	absent
CGGBP1	0.526077294	26.99904174	0.011096061	1.9548311644175962	exist
CTDSPL2	0.524313252	25.03803679	0.390056577	0.40887239477652326	absent
ZNF773	0.519421865	22.29791998	0.396029315	0.4022726654090237	exist
EIF2S3	0.518962386	28.83616599	0.021596561	1.6656153996653307	absent
NONO	0.518216945	32.31980536	2.00802e-4	3.69723196590631	absent
AP1G1	0.514212645	22.69926115	0.179004991	0.7471348598941795	absent
SENP1	0.513577955	27.74650791	0.006946553	2.1582306464083922	absent
SLC25A3	0.511923083	29.2724284	0.014166097	1.8487497887680038	absent
POLA1	0.510907992	30.0714394	0.002175017	2.6625373442370037	absent
AFAP1	0.509910229	23.8914924	0.210428015	0.676896441562151	absent
DNMBP	0.507812606	20.34814214	0.293674887	0.5321331896829589	absent
RPS14	0.507352778	30.39405302	0.031452743	1.502341473658556	absent
HIST2H3A	0.506579422	33.46278729	7.78e-5	4.1090204030103115	absent
RPS13	0.504618692	29.08738401	0.036595693	1.4365700243433088	absent
CMAS	0.504315844	28.25114839	0.029408862	1.5315217805484405	absent
NCAPD2	0.502076941	26.579646	0.025175133	1.5990282263944628	absent
XRCC5	0.501648044	28.86460978	0.002167222	2.6640965993231225	absent
UTP23	0.497462009	25.15069128	0.203552566	0.6913234184989446	absent
TWISTNB	0.497103152	27.22949204	0.039522142	1.4031595257855494	absent
SMU1	0.496055602	27.73680076	0.064377092	1.191268644874342	absent
KAT2A	0.494882935	25.72311534	0.092969579	1.031659135679657	absent
TOP1	0.494053897	30.54533183	0.036701284	1.4353187416236548	absent
EIF5B	0.491649524	29.72620944	4.59863e-4	3.3373715318094255	absent
GATAD1	0.491507754	24.61836668	0.37223695	0.4291805189413602	absent
NIFK	0.491308512	29.02964097	0.014919625	1.8262420925789946	absent
ZNF24	0.490935728	24.84512689	0.198140139	0.703027536675497	exist
RPS26	0.490066841	29.1153979	0.019084284	1.7193241291747796	absent
EXOSC9	0.48960144	25.45375731	0.118472619	0.92638201076152	absent
VEZF1	0.488344641	24.31194632	0.264402872	0.5777338317621242	exist
TCEB3	0.487885122	29.17285065	0.006018276	2.2205278992598743	absent
MYO19	0.486709791	21.02498896	0.247611561	0.6062290819407287	absent
CYFIP2	0.486613964	24.82716263	0.14038463	0.8526804383001255	absent
POLDIP3	0.486335267	28.58778286	0.046131343	1.3360039017975633	absent
WDR6	0.484371258	29.88314576	0.014550727	1.837115307420292	absent
AATF	0.483707731	26.64941035	0.088637171	1.0523841136117622	absent
SHPRH	0.480884558	26.35285026	0.0906264	1.0427452713718095	absent
PATZ1	0.479776812	26.09424747	0.088336978	1.0538574619983119	exist
CBX5	0.477494847	26.10684918	0.475782929	0.3225911444217088	absent
DRAP1	0.476059646	23.36126285	0.412695895	0.3843698509377395	exist
FARSB	0.475321819	23.93541063	0.25281323	0.5972002026774174	absent
GSG2	0.474711237	24.75623258	0.203910655	0.690560080318947	absent
UTP11L	0.4734708	27.72546752	0.080016976	1.0968178654955019	absent
CKAP2	0.473018035	26.57424767	0.070985171	1.1488323671331535	absent
DHX33	0.472790908	27.22337905	0.051685011	1.2866353869605576	absent
MPHOSPH8	0.470886535	26.51733858	0.089949169	1.0460028445516878	absent
CEBPB	0.469232765	24.6038834	0.554777485	0.25588117257833926	exist
MCM5	0.469086681	29.97417	0.001061279	2.9741704292635176	absent
NDUFA9	0.468819918	22.78223569	0.324977561	0.48814662508362383	absent
DNM1L	0.467842446	22.77416473	0.352865413	0.4523909080310183	absent
GSPT2	0.467360041	23.19304256	0.28241306	0.5491152235027219	absent
MYO1D	0.465979568	30.87986677	2.39e-5	4.621602099051862	absent
DARS	0.456889494	24.88361029	0.166293893	0.7791236995784419	absent
ZNF512	0.455751871	29.932939	0.045435376	1.3426058735969473	exist
BEND3	0.455663113	25.96166713	0.243434231	0.6136183526091128	absent
NCAPG	0.453759386	25.77071885	0.100183598	0.9992033750872507	absent
GPRASP2	0.452159162	22.08323875	0.478376509	0.3202301548184721	absent
CUL3	0.452152821	23.33856035	0.215127319	0.6673044350909946	absent
TP53	0.45149226	26.41201526	0.211303328	0.6750936628120793	exist
RPS3	0.451436233	30.62001667	0.054798881	1.261228309772694	absent
SRP54	0.449108839	22.13074528	0.465974254	0.331638078276998	absent
EIF2B5	0.448042894	22.23576618	0.397666201	0.40048131960736455	absent
MARK3	0.447806576	23.16512877	0.245444791	0.6100461803657474	absent
ADNP2	0.447385417	22.14386216	0.392109059	0.40659312396282843	exist
ASH1L	0.447257482	21.78585985	0.302751556	0.5189136161106664	exist
WBP11	0.445831296	27.03118436	0.042710726	1.3694630463415178	absent
H2AFV	0.445397902	28.79642856	0.007672712	2.1150511030058587	absent
ERCC3	0.444866738	26.91197927	0.110589338	0.9562867416657811	absent
NUP35	0.444281925	25.2686804	0.515987523	0.2873607998413243	absent
INO80	0.443611381	26.00633031	0.135900662	0.8667784277248509	absent
SLC25A6	0.44246929	28.57801632	0.055917147	1.2524549952338608	absent
NCOA5	0.439940897	26.91044932	0.079708132	1.0984973686595254	absent
DNTTIP2	0.439496951	29.61828759	0.012729153	1.8952004934134472	absent
HIST1H1C	0.437912217	27.80789855	0.063816128	1.1950695498643433	absent
NOL8	0.437079676	28.53450709	0.061885807	1.2084089414217598	absent
CHAF1A	0.436290395	24.73157285	0.268065159	0.5717596285285791	absent
GTPBP1	0.435718956	27.32214498	0.036882285	1.4331821805644451	absent
PAK1IP1	0.4345296	27.8223687	0.004169921	2.379872172745443	absent
HOXD13	0.43423823	25.68492509	0.196143233	0.7074266705650566	exist
RCC1	0.433529748	26.6952885	0.060022761	1.2216840312456283	absent
NKX2-5	0.4305	25.38751441	0.145509217	0.8371094962625462	exist
UTP15	0.430304854	30.06307222	0.002810012	2.5512918254605235	absent
YBX3	0.430101107	27.06707609	0.130316646	0.8850001061277002	exist
RLF	0.428732739	24.06114651	0.341392475	0.46674605586918666	exist
DDX21	0.426953218	33.34741136	2.95056e-4	3.5300955495035553	absent
C9orf114	0.426005436	26.14543567	0.287049678	0.5420429359689856	absent
TIMELESS	0.425447153	23.3086513	0.582435172	0.23475240679890672	absent
TUBB4B	0.424175372	26.68651099	0.184376088	0.7342954039062246	absent
RPL38	0.423584673	27.61847752	0.166794444	0.7778184200072075	absent
CCNB2	0.421909004	23.77399768	0.37065443	0.4310308048959219	absent
STT3B	0.420831807	26.85005723	0.096748225	1.0143569940586818	absent
RPS8	0.420348139	30.05665639	0.030832888	1.5109857946467702	absent
PRRC2B	0.419851047	23.92978966	0.422020154	0.37466680837011235	absent
PSIP1	0.419477412	28.35589677	0.016873397	1.7727974752152944	absent
ZSWIM8	0.418897185	21.69933053	0.428618156	0.36792943645889353	absent
EEF1B2	0.418113591	24.88464026	0.307840128	0.5116747690624924	absent
TOP2A	0.417146968	29.09633025	0.035838876	1.445645619396418	absent
CKAP5	0.415667182	30.55342185	0.001233132	2.908990432079663	absent
DDX5	0.415509428	34.65864806	0.003455382	2.4615039334355373	absent
EHMT2	0.415363285	26.44852588	0.03719472	1.429518706290527	absent
LDB1	0.413152431	22.86194694	0.515764219	0.28754879021256063	absent
EXOSC3	0.41202433	26.53500681	0.160082693	0.7956556183673331	absent
LIN9	0.410659007	23.75272034	0.263264267	0.5796080839165342	absent
MID1	0.410449945	24.72534607	0.411688086	0.3854317010358526	absent
PNN	0.410135285	26.84939489	0.190970485	0.719033748941414	absent
MCM9	0.409574684	23.91770198	0.511164924	0.29143895499810735	absent
IFRD2	0.405392836	20.85911173	0.411091981	0.38606099473854355	absent
ABT1	0.404088584	27.80301474	0.013955174	1.855264744143552	absent
CCDC86	0.403797662	28.88252309	0.039623012	1.4020525140256426	absent
ZMAT2	0.398165655	25.71517846	0.124076386	0.9063108648004762	absent
GAPDH	0.397162291	27.4475202	0.131044082	0.8825825871765764	absent
EPRS	0.397033124	28.5691907	0.08888777	1.0511579891635785	absent
ESCO2	0.396281741	25.89933971	0.267489374	0.5726934656234073	absent
GNL3L	0.394056434	27.87617062	0.067228375	1.1724473860985742	absent
RPL7L1	0.391924126	30.32010182	0.003704795	2.4312358181386164	absent
MAP2K1	0.391103844	23.07345181	0.502529908	0.2988380861605255	absent
DHX30	0.390873774	29.74795663	0.008317383	2.080013299603927	absent
RPS5	0.38773719	28.76696014	0.024262952	1.615056360958456	absent
DYNC2H1	0.387559069	25.68944581	0.234094523	0.6306087471692579	absent
RPS17	0.387484933	28.74557743	0.092776677	1.0325611867472877	absent
ZNF512B	0.387420494	27.5717115	0.091772288	1.037288440646233	absent
DDX52	0.387177317	29.55531902	0.019628741	1.707107555432477	absent
GRK6	0.38681752	22.85345889	0.606052725	0.21748959170749474	absent
BRPF1	0.385653648	25.40653226	0.124488991	0.9048690530610314	absent
HOXB9	0.385427737	26.81304944	0.17811202	0.7493067709156243	absent
FASN	0.385082853	28.33202425	0.107015914	0.9705516349458553	absent
CBX4	0.383320197	25.57803555	0.306510092	0.5135552215444047	absent
ST7	0.380848106	22.41255576	0.433255742	0.3632556728093363	absent
SMARCD1	0.379548334	27.651021	0.085436342	1.0683573544543732	absent
HOXA5	0.377323233	25.1865113	0.21643751	0.6646674710408805	absent
DDX56	0.376352379	30.68102079	0.006577222	2.1819574992160287	absent
GATAD2A	0.375879992	27.60791845	0.052014031	1.2838794878283417	absent
ATAD2	0.375744728	23.08309646	0.337199211	0.4721134502357505	absent
ZBED4	0.374737705	22.24610654	0.257915129	0.5885231819081821	absent
GPATCH4	0.374370064	28.70267363	0.009538723	2.0205097627356294	absent
CDCA8	0.373360571	27.55598092	0.061548476	1.2107826961523978	absent
TAOK2	0.371166728	22.50615614	0.382557112	0.4173037197916578	absent
SNAP47	0.37105139	21.83803853	0.448097461	0.34862751686984794	absent
ZBTB10	0.369343375	24.70868633	0.734449327	0.13403816279196254	absent
CCT7	0.369139124	25.90390581	0.175058785	0.7568160900900904	absent
ATP5C1	0.368987421	23.82149557	0.489220744	0.3104951362356511	absent
NFATC1	0.368211423	23.67806966	0.432010317	0.36450588151224594	absent
KANSL3	0.366574158	23.64653049	0.254363231	0.5945456671112932	absent
NUSAP1	0.366016752	25.45245858	0.267912402	0.5720071818919871	absent
SNRPA1	0.362756287	28.22677324	0.027159609	1.5660764866140962	absent
VWA9	0.362711896	22.94182119	0.255524759	0.5925670126481694	absent
SNRPD3	0.36165115	31.76655505	0.016068989	1.7940114465430201	absent
AP2M1	0.361280817	26.42706711	0.194414274	0.711271852105949	absent
PHC2	0.360147245	27.03461779	0.082619897	1.0829153507823268	absent
TOP2B	0.359907248	30.93540094	0.092793608	1.03248193871581	absent
BMI1	0.35984005	26.73824483	0.130317786	0.8849963069695801	absent
MORC2	0.359621145	27.23357254	0.067468642	1.1708980311792514	absent
LIG3	0.354933808	29.13233691	0.025678462	1.5904309916980401	absent
TAF5L	0.354616848	22.73213444	0.465093734	0.3324595115045121	absent
FRG1	0.354378938	25.60128648	0.183271964	0.7369039660871496	absent
ZNF644	0.353775713	26.15333246	0.103922715	0.9832895157637813	absent
BRPF3	0.351600405	22.10655645	0.413379915	0.3836506283777538	absent
ATXN2	0.349419108	25.6666033	0.547767518	0.26140372449463545	absent
FAM178A	0.348916017	22.12140206	0.628766751	0.20151043172534344	absent
RPS15A	0.348493588	29.26667831	0.08416181	1.07488493306962	absent
ZNF800	0.348392321	24.27540371	0.473940655	0.3242760355823946	absent
NUFIP2	0.347776486	26.45184285	0.235965943	0.6271506742947055	absent
WWP2	0.34772019	22.86671644	0.521629071	0.2826382128607539	absent
CALM3	0.346269601	29.28220254	0.772429087	0.11214138056101758	absent
KAT8	0.345742633	23.4898167	0.460363091	0.33689950263039165	absent
TAF6L	0.343636309	27.17165764	0.098041104	1.0085918069833164	absent
AGK	0.343165796	24.44518532	0.546837806	0.26214146782476655	absent
DIEXF	0.342603666	27.67105668	0.059552059	1.225103218280625	absent
RPS11	0.342456624	31.28744213	0.04871185	1.3123653762887404	absent
TAF1L	0.342003239	23.11107911	0.350122016	0.45578057953290646	absent
METAP1	0.340674304	26.15351569	0.170778324	0.7675672528776026	absent
HIST1H4A	0.340050982	34.07904848	0.009163747	2.0379269096638586	absent
DNAJB1	0.339283836	22.95351939	0.492831415	0.3073016163340953	absent
